id,dteday,Season,Hour,Holiday,Days,Workdays,Weather,Temp,TempFeeled,Humidity,Windspeed,Casual,Registered,Total User,Suhu
15687,2012-10-20,Winter,19,No,Sat,No,Good,20.5,24.240000000000002,45.0,8.9981,77,268,345,Panas
15688,2012-10-20,Winter,20,No,Sat,No,Good,20.5,24.240000000000002,39.0,15.001299999999999,61,198,259,Panas
15689,2012-10-20,Winter,21,No,Sat,No,Good,18.86,22.725,47.0,15.001299999999999,72,224,296,Panas
15690,2012-10-20,Winter,22,No,Sat,No,Good,18.04,21.97,51.0,7.0015,47,155,202,Panas
15691,2012-10-20,Winter,23,No,Sat,No,Good,17.22,21.21,57.99999999999999,0.0,27,136,163,Panas
15692,2012-10-21,Winter,0,No,Sun,No,Good,18.04,21.97,54.0,11.0014,35,119,154,Panas
15693,2012-10-21,Winter,1,No,Sun,No,Good,17.22,21.21,57.99999999999999,15.001299999999999,20,97,117,Panas
15694,2012-10-21,Winter,2,No,Sun,No,Good,16.400000000000002,20.455000000000002,62.0,11.0014,44,88,132,Panas
15695,2012-10-21,Winter,3,No,Sun,No,Good,15.58,19.695,66.0,6.0032,12,29,41,Panas
15696,2012-10-21,Winter,4,No,Sun,No,Good,14.76,17.424999999999997,71.0,11.0014,8,13,21,Panas
15697,2012-10-21,Winter,5,No,Sun,No,Good,15.58,19.695,66.0,6.0032,6,4,10,Panas
15698,2012-10-21,Winter,6,No,Sun,No,Good,16.400000000000002,20.455000000000002,62.0,0.0,8,18,26,Panas
15699,2012-10-21,Winter,7,No,Sun,No,Good,16.400000000000002,20.455000000000002,62.0,0.0,13,43,56,Panas
15700,2012-10-21,Winter,8,No,Sun,No,Good,17.22,21.21,67.0,0.0,39,104,143,Panas
15701,2012-10-21,Winter,9,No,Sun,No,Good,18.86,22.725,55.00000000000001,11.0014,77,192,269,Panas
15702,2012-10-21,Winter,10,No,Sun,No,Good,20.5,24.240000000000002,48.0,19.999499999999998,167,276,443,Panas
15703,2012-10-21,Winter,11,No,Sun,No,Good,21.32,25.0,44.0,22.0028,191,356,547,Panas
15704,2012-10-21,Winter,12,No,Sun,No,Good,22.14,25.759999999999998,39.0,22.0028,236,439,675,Panas
15705,2012-10-21,Winter,13,No,Sun,No,Good,22.96,26.515,37.0,16.997899999999998,243,383,626,Panas
15706,2012-10-21,Winter,14,No,Sun,No,Good,22.96,26.515,35.0,12.998000000000001,235,405,640,Panas
15707,2012-10-21,Winter,15,No,Sun,No,Good,22.96,26.515,35.0,22.0028,240,383,623,Panas
15708,2012-10-21,Winter,16,No,Sun,No,Good,22.14,25.759999999999998,37.0,15.001299999999999,182,409,591,Panas
15709,2012-10-21,Winter,17,No,Sun,No,Good,21.32,25.0,39.0,16.997899999999998,153,338,491,Panas
15710,2012-10-21,Winter,18,No,Sun,No,Good,21.32,25.0,39.0,12.998000000000001,71,342,413,Panas
15711,2012-10-21,Winter,19,No,Sun,No,Good,20.5,24.240000000000002,42.0,11.0014,50,216,266,Panas
15712,2012-10-21,Winter,20,No,Sun,No,Good,19.68,23.485,44.0,12.998000000000001,35,160,195,Panas
15713,2012-10-21,Winter,21,No,Sun,No,Good,17.22,21.21,54.0,11.0014,42,124,166,Panas
15714,2012-10-21,Winter,22,No,Sun,No,Good,17.22,21.21,54.0,0.0,18,95,113,Panas
15715,2012-10-21,Winter,23,No,Sun,No,Good,18.04,21.97,54.0,0.0,7,59,66,Panas
15716,2012-10-22,Winter,0,No,Mon,Yes,Good,16.400000000000002,20.455000000000002,62.0,0.0,3,28,31,Panas
15717,2012-10-22,Winter,1,No,Mon,Yes,Good,16.400000000000002,20.455000000000002,71.0,0.0,0,11,11,Panas
15718,2012-10-22,Winter,2,No,Mon,Yes,Good,15.58,19.695,71.0,0.0,1,4,5,Panas
15719,2012-10-22,Winter,3,No,Mon,Yes,Good,16.400000000000002,20.455000000000002,62.0,0.0,1,5,6,Panas
15720,2012-10-22,Winter,4,No,Mon,Yes,Good,15.58,19.695,66.0,0.0,1,6,7,Panas
15721,2012-10-22,Winter,5,No,Mon,Yes,Good,15.58,19.695,76.0,6.0032,2,44,46,Panas
15722,2012-10-22,Winter,6,No,Mon,Yes,Good,14.76,18.18,76.0,6.0032,4,140,144,Panas
15723,2012-10-22,Winter,7,No,Mon,Yes,Good,15.58,19.695,66.0,6.0032,15,437,452,Panas
15724,2012-10-22,Winter,8,No,Mon,Yes,Good,18.04,21.97,67.0,0.0,32,696,728,Panas
15725,2012-10-22,Winter,9,No,Mon,Yes,Good,18.86,22.725,63.0,6.0032,25,335,360,Panas
15726,2012-10-22,Winter,10,No,Mon,Yes,Good,20.5,24.240000000000002,55.00000000000001,0.0,51,161,212,Panas
15727,2012-10-22,Winter,11,No,Mon,Yes,Good,22.96,26.515,37.0,11.0014,63,148,211,Panas
15728,2012-10-22,Winter,12,No,Mon,Yes,Good,23.779999999999998,27.275,35.0,0.0,52,231,283,Panas
15729,2012-10-22,Winter,13,No,Mon,Yes,Good,25.419999999999998,31.06,28.999999999999996,11.0014,88,227,315,Normal
15730,2012-10-22,Winter,14,No,Mon,Yes,Good,25.419999999999998,30.305,27.0,12.998000000000001,73,209,282,Normal
15731,2012-10-22,Winter,15,No,Mon,Yes,Good,26.240000000000002,31.06,28.999999999999996,11.0014,74,222,296,Normal
15732,2012-10-22,Winter,16,No,Mon,Yes,Good,25.419999999999998,31.06,33.0,11.0014,80,444,524,Normal
15733,2012-10-22,Winter,17,No,Mon,Yes,Good,25.419999999999998,31.06,33.0,7.0015,84,838,922,Normal
15734,2012-10-22,Winter,18,No,Mon,Yes,Good,22.14,25.759999999999998,64.0,7.0015,60,726,786,Panas
15735,2012-10-22,Winter,19,No,Mon,Yes,Good,21.32,25.0,52.0,7.0015,36,478,514,Panas
15736,2012-10-22,Winter,20,No,Mon,Yes,Good,20.5,24.240000000000002,59.0,7.0015,21,382,403,Panas
15737,2012-10-22,Winter,21,No,Mon,Yes,Good,19.68,23.485,67.0,6.0032,19,155,174,Panas
15738,2012-10-22,Winter,22,No,Mon,Yes,Good,18.86,22.725,82.0,8.9981,25,158,183,Panas
15739,2012-10-22,Winter,23,No,Mon,Yes,Good,18.86,22.725,82.0,7.0015,20,143,163,Panas
15740,2012-10-23,Winter,0,No,Tue,Yes,Good,18.86,22.725,88.0,11.0014,5,32,37,Panas
15741,2012-10-23,Winter,1,No,Tue,Yes,Good,18.86,22.725,77.0,11.0014,1,16,17,Panas
15742,2012-10-23,Winter,2,No,Tue,Yes,Good,18.04,21.97,88.0,8.9981,1,6,7,Panas
15743,2012-10-23,Winter,3,No,Tue,Yes,Good,18.04,21.97,77.0,8.9981,0,1,1,Panas
15744,2012-10-23,Winter,4,No,Tue,Yes,Good,17.22,21.21,77.0,7.0015,1,6,7,Panas
15745,2012-10-23,Winter,5,No,Tue,Yes,Good,18.04,21.97,77.0,6.0032,1,49,50,Panas
15746,2012-10-23,Winter,6,No,Tue,Yes,Good,16.400000000000002,20.455000000000002,82.0,6.0032,6,152,158,Panas
15747,2012-10-23,Winter,7,No,Tue,Yes,Not Good,18.04,21.97,77.0,7.0015,12,519,531,Panas
15748,2012-10-23,Winter,8,No,Tue,Yes,Not Good,18.86,22.725,72.0,6.0032,28,733,761,Panas
15749,2012-10-23,Winter,9,No,Tue,Yes,Not Good,20.5,24.240000000000002,72.0,7.0015,29,305,334,Panas
15750,2012-10-23,Winter,10,No,Tue,Yes,Good,22.14,25.759999999999998,60.0,0.0,50,171,221,Panas
15751,2012-10-23,Winter,11,No,Tue,Yes,Good,24.599999999999998,31.06,53.0,0.0,52,201,253,Normal
15752,2012-10-23,Winter,12,No,Tue,Yes,Not Good,25.419999999999998,31.06,46.0,6.0032,80,298,378,Normal
15753,2012-10-23,Winter,13,No,Tue,Yes,Not Good,26.240000000000002,31.06,44.0,0.0,59,244,303,Normal
15754,2012-10-23,Winter,14,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,41.0,11.0014,67,229,296,Normal
15755,2012-10-23,Winter,15,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,41.0,15.001299999999999,76,270,346,Normal
15756,2012-10-23,Winter,16,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,44.0,6.0032,108,433,541,Normal
15757,2012-10-23,Winter,17,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,41.0,0.0,67,871,938,Normal
15758,2012-10-23,Winter,18,No,Tue,Yes,Good,25.419999999999998,31.06,53.0,6.0032,64,762,826,Normal
15759,2012-10-23,Winter,19,No,Tue,Yes,Good,25.419999999999998,31.06,56.99999999999999,6.0032,25,457,482,Normal
15760,2012-10-23,Winter,20,No,Tue,Yes,Good,23.779999999999998,27.275,64.0,8.9981,45,334,379,Panas
15761,2012-10-23,Winter,21,No,Tue,Yes,Good,22.96,26.515,68.0,0.0,35,260,295,Panas
15762,2012-10-23,Winter,22,No,Tue,Yes,Good,22.96,26.515,68.0,7.0015,20,174,194,Panas
15763,2012-10-23,Winter,23,No,Tue,Yes,Good,22.14,25.759999999999998,73.0,7.0015,9,102,111,Panas
15764,2012-10-24,Winter,0,No,Wed,Yes,Good,22.14,25.759999999999998,73.0,6.0032,7,39,46,Panas
15765,2012-10-24,Winter,1,No,Wed,Yes,Good,22.14,25.759999999999998,68.0,0.0,4,23,27,Panas
15766,2012-10-24,Winter,2,No,Wed,Yes,Good,22.14,25.759999999999998,68.0,0.0,0,6,6,Panas
15767,2012-10-24,Winter,3,No,Wed,Yes,Good,20.5,24.240000000000002,77.0,6.0032,0,4,4,Panas
15768,2012-10-24,Winter,4,No,Wed,Yes,Good,20.5,24.240000000000002,77.0,6.0032,1,5,6,Panas
15769,2012-10-24,Winter,5,No,Wed,Yes,Good,20.5,24.240000000000002,82.0,0.0,1,52,53,Panas
15770,2012-10-24,Winter,6,No,Wed,Yes,Good,19.68,23.485,82.0,7.0015,11,162,173,Panas
15771,2012-10-24,Winter,7,No,Wed,Yes,Good,20.5,24.240000000000002,88.0,6.0032,20,506,526,Panas
15772,2012-10-24,Winter,8,No,Wed,Yes,Not Good,21.32,25.0,83.0,7.0015,24,777,801,Panas
15773,2012-10-24,Winter,9,No,Wed,Yes,Not Good,21.32,25.0,77.0,6.0032,24,349,373,Panas
15774,2012-10-24,Winter,10,No,Wed,Yes,Not Good,22.14,25.759999999999998,73.0,0.0,29,142,171,Panas
15775,2012-10-24,Winter,11,No,Wed,Yes,Good,23.779999999999998,27.275,64.0,0.0,47,189,236,Panas
15776,2012-10-24,Winter,12,No,Wed,Yes,Good,25.419999999999998,30.305,61.0,6.0032,48,268,316,Normal
15777,2012-10-24,Winter,13,No,Wed,Yes,Good,27.060000000000002,31.06,54.0,0.0,65,241,306,Normal
15778,2012-10-24,Winter,14,No,Wed,Yes,Good,30.34,32.574999999999996,30.0,16.997899999999998,64,237,301,Normal
15779,2012-10-24,Winter,15,No,Wed,Yes,Good,28.7,31.819999999999997,39.0,7.0015,63,245,308,Normal
15780,2012-10-24,Winter,16,No,Wed,Yes,Good,30.34,32.574999999999996,33.0,8.9981,67,465,532,Normal
15781,2012-10-24,Winter,17,No,Wed,Yes,Good,27.060000000000002,31.06,47.0,0.0,87,876,963,Normal
15782,2012-10-24,Winter,18,No,Wed,Yes,Good,27.060000000000002,31.06,44.0,0.0,63,795,858,Normal
15783,2012-10-24,Winter,19,No,Wed,Yes,Not Good,26.240000000000002,31.06,53.0,6.0032,50,522,572,Normal
15784,2012-10-24,Winter,20,No,Wed,Yes,Not Good,25.419999999999998,30.305,61.0,6.0032,45,396,441,Normal
15785,2012-10-24,Winter,21,No,Wed,Yes,Not Good,25.419999999999998,30.305,61.0,7.0015,33,280,313,Normal
15786,2012-10-24,Winter,22,No,Wed,Yes,Not Good,24.599999999999998,30.305,64.0,8.9981,30,208,238,Normal
15787,2012-10-24,Winter,23,No,Wed,Yes,Not Good,23.779999999999998,27.275,68.0,6.0032,12,111,123,Panas
15788,2012-10-25,Winter,0,No,Thu,Yes,Not Good,24.599999999999998,30.305,64.0,7.0015,19,57,76,Normal
15789,2012-10-25,Winter,1,No,Thu,Yes,Good,23.779999999999998,27.275,68.0,0.0,6,22,28,Panas
15790,2012-10-25,Winter,2,No,Thu,Yes,Good,22.14,25.759999999999998,77.0,0.0,3,15,18,Panas
15791,2012-10-25,Winter,3,No,Thu,Yes,Not Good,21.32,25.0,88.0,8.9981,0,8,8,Panas
15792,2012-10-25,Winter,4,No,Thu,Yes,Not Good,21.32,25.0,88.0,7.0015,1,4,5,Panas
15793,2012-10-25,Winter,5,No,Thu,Yes,Not Good,21.32,25.0,88.0,11.0014,2,53,55,Panas
15794,2012-10-25,Winter,6,No,Thu,Yes,Not Good,21.32,25.0,88.0,12.998000000000001,3,168,171,Panas
15795,2012-10-25,Winter,7,No,Thu,Yes,Not Good,21.32,25.0,88.0,12.998000000000001,18,477,495,Panas
15796,2012-10-25,Winter,8,No,Thu,Yes,Not Good,21.32,25.0,83.0,11.0014,33,746,779,Panas
15797,2012-10-25,Winter,9,No,Thu,Yes,Not Good,21.32,25.0,83.0,12.998000000000001,23,320,343,Panas
15798,2012-10-25,Winter,10,No,Thu,Yes,Not Good,22.14,25.759999999999998,83.0,8.9981,53,172,225,Panas
15799,2012-10-25,Winter,11,No,Thu,Yes,Not Good,22.14,25.759999999999998,83.0,7.0015,57,181,238,Panas
15800,2012-10-25,Winter,12,No,Thu,Yes,Not Good,22.96,26.515,78.0,7.0015,61,258,319,Panas
15801,2012-10-25,Winter,13,No,Thu,Yes,Not Good,22.96,26.515,78.0,0.0,49,264,313,Panas
15802,2012-10-25,Winter,14,No,Thu,Yes,Good,24.599999999999998,29.544999999999998,73.0,8.9981,71,214,285,Panas
15803,2012-10-25,Winter,15,No,Thu,Yes,Good,25.419999999999998,30.305,65.0,8.9981,63,242,305,Normal
15804,2012-10-25,Winter,16,No,Thu,Yes,Good,24.599999999999998,29.544999999999998,69.0,11.0014,92,407,499,Panas
15805,2012-10-25,Winter,17,No,Thu,Yes,Good,24.599999999999998,29.544999999999998,69.0,11.0014,112,774,886,Panas
15806,2012-10-25,Winter,18,No,Thu,Yes,Good,22.96,26.515,83.0,7.0015,77,732,809,Panas
15807,2012-10-25,Winter,19,No,Thu,Yes,Good,22.14,25.759999999999998,83.0,12.998000000000001,45,497,542,Panas
15808,2012-10-25,Winter,20,No,Thu,Yes,Not Good,21.32,25.0,88.0,8.9981,28,319,347,Panas
15809,2012-10-25,Winter,21,No,Thu,Yes,Not Good,21.32,25.0,88.0,8.9981,24,247,271,Panas
15810,2012-10-25,Winter,22,No,Thu,Yes,Not Good,22.14,25.759999999999998,83.0,6.0032,22,185,207,Panas
15811,2012-10-25,Winter,23,No,Thu,Yes,Not Good,22.14,25.759999999999998,83.0,8.9981,13,122,135,Panas
15812,2012-10-26,Winter,0,No,Fri,Yes,Not Good,22.14,25.759999999999998,77.0,0.0,6,65,71,Panas
15813,2012-10-26,Winter,1,No,Fri,Yes,Not Good,21.32,25.0,88.0,6.0032,4,32,36,Panas
15814,2012-10-26,Winter,2,No,Fri,Yes,Not Good,21.32,25.0,88.0,7.0015,4,15,19,Panas
15815,2012-10-26,Winter,3,No,Fri,Yes,Not Good,21.32,25.0,88.0,11.0014,5,8,13,Panas
15816,2012-10-26,Winter,4,No,Fri,Yes,Not Good,21.32,25.0,88.0,11.0014,1,4,5,Panas
15817,2012-10-26,Winter,5,No,Fri,Yes,Not Good,21.32,25.0,88.0,7.0015,3,47,50,Panas
15818,2012-10-26,Winter,6,No,Fri,Yes,Not Good,21.32,25.0,88.0,6.0032,2,142,144,Panas
15819,2012-10-26,Winter,7,No,Fri,Yes,Not Good,21.32,25.0,88.0,7.0015,13,408,421,Panas
15820,2012-10-26,Winter,8,No,Fri,Yes,Not Good,22.14,25.759999999999998,88.0,8.9981,20,714,734,Panas
15821,2012-10-26,Winter,9,No,Fri,Yes,Not Good,22.14,25.759999999999998,88.0,8.9981,56,347,403,Panas
15822,2012-10-26,Winter,10,No,Fri,Yes,Not Good,22.14,25.759999999999998,88.0,7.0015,41,156,197,Panas
15823,2012-10-26,Winter,11,No,Fri,Yes,Not Good,22.96,26.515,78.0,11.0014,68,222,290,Panas
15824,2012-10-26,Winter,12,No,Fri,Yes,Not Good,23.779999999999998,27.275,73.0,12.998000000000001,90,302,392,Panas
15825,2012-10-26,Winter,13,No,Fri,Yes,Not Good,23.779999999999998,27.275,68.0,8.9981,77,260,337,Panas
15826,2012-10-26,Winter,14,No,Fri,Yes,Not Good,24.599999999999998,30.305,64.0,8.9981,99,252,351,Normal
15827,2012-10-26,Winter,15,No,Fri,Yes,Not Good,25.419999999999998,30.305,61.0,7.0015,142,306,448,Normal
15828,2012-10-26,Winter,16,No,Fri,Yes,Not Good,23.779999999999998,27.275,73.0,11.0014,137,445,582,Panas
15829,2012-10-26,Winter,17,No,Fri,Yes,Not Good,22.96,26.515,76.0,12.998000000000001,125,692,817,Panas
15830,2012-10-26,Winter,18,No,Fri,Yes,Not Good,22.96,26.515,78.0,8.9981,81,584,665,Panas
15831,2012-10-26,Winter,19,No,Fri,Yes,Not Good,22.14,25.759999999999998,83.0,11.0014,72,399,471,Panas
15832,2012-10-26,Winter,20,No,Fri,Yes,Not Good,22.14,25.759999999999998,83.0,11.0014,40,271,311,Panas
15833,2012-10-26,Winter,21,No,Fri,Yes,Not Good,22.14,25.759999999999998,77.0,8.9981,40,252,292,Panas
15834,2012-10-26,Winter,22,No,Fri,Yes,Not Good,21.32,25.0,83.0,8.9981,37,180,217,Panas
15835,2012-10-26,Winter,23,No,Fri,Yes,Good,21.32,25.0,83.0,11.0014,19,159,178,Panas
15836,2012-10-27,Winter,0,No,Sat,No,Good,20.5,24.240000000000002,88.0,8.9981,10,132,142,Panas
15837,2012-10-27,Winter,1,No,Sat,No,Not Good,20.5,24.240000000000002,88.0,8.9981,23,123,146,Panas
15838,2012-10-27,Winter,2,No,Sat,No,Not Good,20.5,24.240000000000002,88.0,12.998000000000001,19,71,90,Panas
15839,2012-10-27,Winter,3,No,Sat,No,Good,20.5,24.240000000000002,88.0,11.0014,5,21,26,Panas
15840,2012-10-27,Winter,4,No,Sat,No,Not Good,20.5,24.240000000000002,88.0,11.0014,1,12,13,Panas
15841,2012-10-27,Winter,5,No,Sat,No,Not Good,20.5,24.240000000000002,82.0,12.998000000000001,2,7,9,Panas
15842,2012-10-27,Winter,6,No,Sat,No,Not Good,20.5,24.240000000000002,82.0,12.998000000000001,2,29,31,Panas
15843,2012-10-27,Winter,7,No,Sat,No,Good,19.68,23.485,83.0,12.998000000000001,7,79,86,Panas
15844,2012-10-27,Winter,8,No,Sat,No,Good,20.5,24.240000000000002,77.0,16.997899999999998,26,187,213,Panas
15845,2012-10-27,Winter,9,No,Sat,No,Good,20.5,24.240000000000002,77.0,16.997899999999998,88,240,328,Panas
15846,2012-10-27,Winter,10,No,Sat,No,Good,22.14,25.759999999999998,73.0,19.0012,165,314,479,Panas
15847,2012-10-27,Winter,11,No,Sat,No,Good,22.96,26.515,64.0,19.0012,197,388,585,Panas
15848,2012-10-27,Winter,12,No,Sat,No,Good,24.599999999999998,31.06,53.0,16.997899999999998,264,404,668,Normal
15849,2012-10-27,Winter,13,No,Sat,No,Good,24.599999999999998,31.06,43.0,16.997899999999998,310,450,760,Normal
15850,2012-10-27,Winter,14,No,Sat,No,Good,24.599999999999998,31.06,46.0,16.997899999999998,325,425,750,Normal
15851,2012-10-27,Winter,15,No,Sat,No,Not Good,22.96,26.515,60.0,19.0012,310,401,711,Panas
15852,2012-10-27,Winter,16,No,Sat,No,Not Good,22.96,26.515,64.0,19.0012,257,355,612,Panas
15853,2012-10-27,Winter,17,No,Sat,No,Not Good,22.96,26.515,64.0,19.0012,248,370,618,Panas
15854,2012-10-27,Winter,18,No,Sat,No,Not Good,22.96,26.515,64.0,19.0012,138,318,456,Panas
15855,2012-10-27,Winter,19,No,Sat,No,Not Good,21.32,25.0,72.0,15.001299999999999,67,233,300,Panas
15856,2012-10-27,Winter,20,No,Sat,No,Not Good,21.32,25.0,72.0,15.001299999999999,58,238,296,Panas
15857,2012-10-27,Winter,21,No,Sat,No,Not Good,21.32,25.0,72.0,15.001299999999999,49,160,209,Panas
15858,2012-10-27,Winter,22,No,Sat,No,Not Good,21.32,25.0,72.0,16.997899999999998,41,116,157,Panas
15859,2012-10-27,Winter,23,No,Sat,No,Not Good,21.32,25.0,68.0,26.0027,31,136,167,Panas
15860,2012-10-28,Winter,0,No,Sun,No,Nearly Bad,21.32,25.0,68.0,19.999499999999998,20,97,117,Panas
15861,2012-10-28,Winter,1,No,Sun,No,Not Good,20.5,24.240000000000002,72.0,19.0012,22,111,133,Panas
15862,2012-10-28,Winter,2,No,Sun,No,Not Good,20.5,24.240000000000002,68.0,19.999499999999998,17,99,116,Panas
15863,2012-10-28,Winter,3,No,Sun,No,Not Good,20.5,24.240000000000002,63.0,22.0028,18,61,79,Panas
15864,2012-10-28,Winter,4,No,Sun,No,Not Good,20.5,24.240000000000002,63.0,23.9994,1,19,20,Panas
15865,2012-10-28,Winter,5,No,Sun,No,Not Good,20.5,24.240000000000002,63.0,19.999499999999998,6,22,28,Panas
15866,2012-10-28,Winter,6,No,Sun,No,Not Good,20.5,24.240000000000002,59.0,22.0028,7,32,39,Panas
15867,2012-10-28,Winter,7,No,Sun,No,Not Good,20.5,24.240000000000002,59.0,19.999499999999998,17,48,65,Panas
15868,2012-10-28,Winter,8,No,Sun,No,Not Good,20.5,24.240000000000002,59.0,36.9974,55,118,173,Panas
15869,2012-10-28,Winter,9,No,Sun,No,Not Good,20.5,24.240000000000002,55.00000000000001,27.999299999999998,124,206,330,Panas
15870,2012-10-28,Winter,10,No,Sun,No,Not Good,19.68,23.485,51.0,27.999299999999998,120,314,434,Panas
15871,2012-10-28,Winter,11,No,Sun,No,Not Good,20.5,24.240000000000002,51.0,26.0027,110,352,462,Panas
15872,2012-10-28,Winter,12,No,Sun,No,Not Good,19.68,23.485,59.0,32.9975,118,373,491,Panas
15873,2012-10-28,Winter,13,No,Sun,No,Not Good,19.68,23.485,59.0,27.999299999999998,75,316,391,Panas
15874,2012-10-28,Winter,14,No,Sun,No,Not Good,20.5,24.240000000000002,59.0,30.002599999999997,98,304,402,Panas
15875,2012-10-28,Winter,15,No,Sun,No,Not Good,20.5,24.240000000000002,63.0,32.9975,76,225,301,Panas
15876,2012-10-28,Winter,16,No,Sun,No,Nearly Bad,19.68,23.485,67.0,31.0009,42,251,293,Panas
15877,2012-10-28,Winter,17,No,Sun,No,Nearly Bad,18.86,22.725,77.0,35.0008,37,188,225,Panas
15878,2012-10-28,Winter,18,No,Sun,No,Nearly Bad,17.22,21.21,94.0,32.9975,18,136,154,Panas
15879,2012-10-28,Winter,19,No,Sun,No,Nearly Bad,17.22,21.21,94.0,23.9994,7,47,54,Panas
15880,2012-10-28,Winter,20,No,Sun,No,Nearly Bad,17.22,21.21,94.0,31.0009,4,51,55,Panas
15881,2012-10-28,Winter,21,No,Sun,No,Nearly Bad,18.04,21.97,88.0,27.999299999999998,2,44,46,Panas
15882,2012-10-28,Winter,22,No,Sun,No,Nearly Bad,18.04,21.97,88.0,23.9994,2,35,37,Panas
15883,2012-10-28,Winter,23,No,Sun,No,Nearly Bad,17.22,21.21,94.0,23.9994,2,12,14,Panas
15884,2012-10-29,Winter,0,No,Mon,Yes,Nearly Bad,18.04,21.97,88.0,23.9994,2,20,22,Panas
15885,2012-10-30,Winter,13,No,Tue,Yes,Nearly Bad,12.299999999999999,13.635,81.0,23.9994,11,105,116,Dingin
15886,2012-10-30,Winter,14,No,Tue,Yes,Nearly Bad,12.299999999999999,13.635,81.0,23.9994,8,118,126,Dingin
15887,2012-10-30,Winter,15,No,Tue,Yes,Nearly Bad,12.299999999999999,14.395,87.0,16.997899999999998,10,114,124,Dingin
15888,2012-10-30,Winter,16,No,Tue,Yes,Nearly Bad,12.299999999999999,14.395,87.0,16.997899999999998,15,83,98,Dingin
15889,2012-10-30,Winter,17,No,Tue,Yes,Nearly Bad,12.299999999999999,14.395,87.0,15.001299999999999,19,105,124,Dingin
15890,2012-10-30,Winter,18,No,Tue,Yes,Nearly Bad,12.299999999999999,15.15,87.0,8.9981,4,139,143,Dingin
15891,2012-10-30,Winter,19,No,Tue,Yes,Not Good,20.5,24.240000000000002,68.0,12.998000000000001,6,109,115,Panas
15892,2012-10-30,Winter,20,No,Tue,Yes,Not Good,12.299999999999999,14.395,81.0,12.998000000000001,5,76,81,Dingin
15893,2012-10-30,Winter,21,No,Tue,Yes,Not Good,12.299999999999999,15.909999999999998,87.0,7.0015,4,60,64,Dingin
15894,2012-10-30,Winter,22,No,Tue,Yes,Good,12.299999999999999,15.15,81.0,8.9981,2,64,66,Dingin
15895,2012-10-30,Winter,23,No,Tue,Yes,Good,12.299999999999999,15.15,81.0,8.9981,3,36,39,Dingin
15896,2012-10-31,Winter,0,No,Wed,Yes,Not Good,12.299999999999999,15.909999999999998,81.0,7.0015,0,16,16,Dingin
15897,2012-10-31,Winter,1,No,Wed,Yes,Not Good,12.299999999999999,15.909999999999998,81.0,6.0032,0,8,8,Dingin
15898,2012-10-31,Winter,2,No,Wed,Yes,Not Good,12.299999999999999,15.15,81.0,8.9981,0,7,7,Dingin
15899,2012-10-31,Winter,3,No,Wed,Yes,Not Good,12.299999999999999,15.909999999999998,81.0,7.0015,0,3,3,Dingin
15900,2012-10-31,Winter,4,No,Wed,Yes,Not Good,12.299999999999999,14.395,87.0,12.998000000000001,0,5,5,Dingin
15901,2012-10-31,Winter,5,No,Wed,Yes,Not Good,12.299999999999999,15.15,81.0,8.9981,0,24,24,Dingin
15902,2012-10-31,Winter,6,No,Wed,Yes,Good,12.299999999999999,15.15,81.0,11.0014,0,116,116,Dingin
15903,2012-10-31,Winter,7,No,Wed,Yes,Not Good,12.299999999999999,15.15,87.0,8.9981,3,334,337,Dingin
15904,2012-10-31,Winter,8,No,Wed,Yes,Good,13.120000000000001,16.665,81.0,8.9981,6,615,621,Dingin
15905,2012-10-31,Winter,9,No,Wed,Yes,Good,13.940000000000001,16.665,76.0,8.9981,17,280,297,Dingin
15906,2012-10-31,Winter,10,No,Wed,Yes,Good,14.76,16.665,71.0,19.0012,21,147,168,Dingin
15907,2012-10-31,Winter,11,No,Wed,Yes,Not Good,14.76,17.424999999999997,66.0,15.001299999999999,37,152,189,Panas
15908,2012-10-31,Winter,12,No,Wed,Yes,Good,16.400000000000002,20.455000000000002,57.99999999999999,12.998000000000001,44,197,241,Panas
15909,2012-10-31,Winter,13,No,Wed,Yes,Good,17.22,21.21,50.0,15.001299999999999,22,191,213,Panas
15910,2012-10-31,Winter,14,No,Wed,Yes,Not Good,17.22,21.21,50.0,15.001299999999999,45,179,224,Panas
15911,2012-10-31,Winter,15,No,Wed,Yes,Good,17.22,21.21,54.0,11.0014,33,197,230,Panas
15912,2012-10-31,Winter,16,No,Wed,Yes,Not Good,17.22,21.21,54.0,15.001299999999999,51,373,424,Panas
15913,2012-10-31,Winter,17,No,Wed,Yes,Not Good,16.400000000000002,20.455000000000002,57.99999999999999,11.0014,39,684,723,Panas
15914,2012-10-31,Winter,18,No,Wed,Yes,Not Good,16.400000000000002,20.455000000000002,57.99999999999999,11.0014,28,556,584,Panas
15915,2012-10-31,Winter,19,No,Wed,Yes,Not Good,16.400000000000002,20.455000000000002,50.0,12.998000000000001,27,383,410,Panas
15916,2012-10-31,Winter,20,No,Wed,Yes,Not Good,16.400000000000002,20.455000000000002,50.0,12.998000000000001,9,259,268,Panas
15917,2012-10-31,Winter,21,No,Wed,Yes,Not Good,16.400000000000002,20.455000000000002,50.0,12.998000000000001,12,180,192,Panas
